,City,Country,Latitude,Longitude,Temperature High,Temperature Low,Feels Like Temp.,Humidity,Cloudiness,Wind Speed
665,Mongoumba,CF,3.6415,18.5936,69.66,69.66,70.83,96,99,2.59
666,Toora-Khem,RU,52.4675,96.11,79.95,79.95,79.95,36,45,1.34
667,Vila,PT,42.0304,-8.1588,59.74,52.32,53.73,94,60,1.92
668,Chardara,KZ,41.2547,67.9692,90.32,90.32,87.15,24,0,5.3
669,Rybnaya Sloboda,RU,55.4613,50.1409,80.58,80.58,84.22,72,93,5.77
670,Phalodi,IN,27.1333,72.3667,89.89,89.89,98.31,58,99,22.73
671,Salym,RU,60.0625,71.4789,71.82,71.82,71.47,59,64,4.23
672,Camaná,PE,-16.6228,-72.7111,60.21,60.21,59.97,86,36,5.77
673,Staryy Nadym,RU,65.6118,72.6842,64.96,64.96,63.79,56,80,10.8
674,Seregélyes,HU,47.1105,18.565,67.78,63.63,64.76,86,15,10.94
675,Kifrī,IQ,34.6959,44.9661,104.41,104.41,99.68,12,0,4.54
676,Costineşti,RO,43.95,28.6333,75.02,74.44,75.02,73,0,7.63
677,Dire Dawa,ET,9.5931,41.8661,69.24,69.24,68.92,65,100,14.41
678,Bermejo,AR,-32.8833,-68.8,39.11,39.11,39.11,52,0,2.3
679,Rebrikha,RU,53.0733,82.3408,72.43,72.43,71.73,50,100,6.82
680,Sirte,LY,31.2089,16.5887,76.68,76.68,77.43,72,0,4.32
681,Mitsamiouli,KM,-11.3847,43.2844,76.96,76.96,77.74,72,2,8.95
682,Maiduguri,NG,11.8464,13.1603,77.81,77.81,78.67,72,89,8.34
683,Xinyu,CN,27.8043,114.9334,90.05,90.05,100.96,62,97,4.36
684,Sistranda,NO,63.7256,8.834,52.9,51.76,50.13,74,99,17.27
685,Acaraú,BR,-2.8856,-40.12,77.07,77.07,78.62,88,33,10.49
686,Wucheng,CN,29.6008,118.175,92.5,92.5,103.28,56,65,6.82
687,Mwanza,TZ,-2.5167,32.9,68.13,68.13,66.85,47,32,13.33
688,Baghdad,IQ,33.3406,44.4009,94.91,94.91,91.0,18,0,16.11
689,Conceição do Mato Dentro,BR,-19.0372,-43.425,53.64,53.64,49.87,25,0,1.19
690,Mt. Pleasant,US,32.7941,-79.8626,75.99,71.82,76.17,97,40,1.99
691,Scarborough,GB,54.2797,-0.4044,60.91,56.86,58.84,88,23,1.34
692,Osias,PH,7.6,124.8167,85.77,85.77,92.48,65,72,7.76
693,El Batey,DO,19.7667,-70.5167,80.24,76.98,80.06,86,100,12.03
694,Zabid,YE,14.1951,43.3152,85.14,85.14,87.71,54,95,13.27
